code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket
000410,沈阳机床,机床制造,辽宁,0,73982.52,76547.09,2249298.75,1917818.25,184433.31,124626.11,1.63,-0.183,3.36,4.85,19960718
000411,英特集团,医药商业,浙江,70.31,20363.83,20744.99,619243.25,563769.75,27795.75,3708.56,0.18,0.081,3.03,7.53,19960716
000413,东旭光电,元器件,河北,26.47,201866.91,266208,1404980.75,903102.63,218568.55,292156.03,1.1,0.079,2.4,3.5,19960925
000415,渤海租赁,多元金融,新疆,26.52,311553.69,354860.69,8597699,1528416.38,3735617.25,563857.19,1.59,0.07,2.83,2.61,19960716
000416,民生控股,百货,山东,193.61,53161.03,53187.14,114853.77,96881.21,4518.9,1410.58,0.03,0.023,1.62,10.84,19960719
000417,合肥百货,百货,安徽,13.71,77859.32,77988.42,797924,481634.56,107211.38,30882.34,0.4,0.139,4.31,1.77,19960812
000418,小天鹅Ａ,家用电器,江苏,14.51,43776.5,63248.78,1162231.5,1003931.81,103814.5,114212.38,1.81,0.383,7.39,3.01,19970328
000419,通程控股,百货,湖南,25.82,54329,54358.26,361407,181830.42,112011.22,41739.53,0.77,0.068,3.37,2.09,19960816
000420,吉林化纤,化纤,吉林,0,31830.68,71660.34,311749.63,81703.5,153837.69,97236.21,1.36,-0.055,1.32,5.6,19960802
000421,南京中北,公共交通,江苏,17.97,35167.12,57264.69,586451.13,208497.02,263079.13,32074.26,0.56,0.151,3.83,2.83,19960806
000422,湖北宜化,农药化肥,湖北,166.79,87387.99,89786.67,3770537.5,1233779.38,1859481.38,179477.22,2,0.012,6.84,1.13,19960815
000423,东阿阿胶,中成药,山东,14.71,65371.96,65402.14,800673.56,592270.75,132732,71384.18,1.09,0.804,9.86,4.8,19960729
000425,徐工机械,工程机械,江苏,0,235650.2,236142.92,4957002,3746455.25,792266.25,890519.19,3.77,-0.167,8.81,1.25,19960828
000426,兴业矿业,小金属,内蒙,185.82,48163.26,59694.44,402480.06,66287,139106.41,143627.38,2.41,0.013,4.63,2.11,19960828
000428,华天酒店,酒店餐饮,湖南,0,71876.24,71892.6,924616.88,308193.38,365408.78,11671.78,0.16,-0.068,2.08,3.47,19960808
000429,粤高速Ａ,路桥,广东,22.43,46865.6,125711.77,1238884.75,71565.78,703523.81,153477.13,1.22,0.072,4.03,1.59,19980220
000430,张家界,旅游景点,湖南,0,20902.96,32083.51,70688.81,7059.95,46217.57,9714.23,0.3,-0.014,1.52,4.72,19960829
000488,晨鸣纸业,造纸,山东,40.38,110503.72,193640.55,5963282,2556927.75,2460389.25,614913.81,3.18,0.05,7.23,1.11,20001120
000498,山东路桥,建筑施工,山东,53.94,35417.01,112013.9,879420.13,778289.75,40445.3,-55493.46,-0.5,0.03,2.39,2.67,19970609
000501,鄂武商Ａ,百货,湖北,9.71,50718.42,52902.55,1538127.88,421489.31,723562.25,53382.82,1.01,0.495,7.53,2.56,19921120
000502,绿景控股,区域地产,广东,0,18332.91,18481.96,26592.5,23835.52,2671.15,2279.55,0.12,-0.016,1.09,12.05,19921123
000503,海虹控股,互联网,海南,0,89796.7,89882.21,139482.09,111425.15,10504,2317.08,0.03,-0.021,1.44,24.84,19921130
000504,南华生物,出版业,湖南,0,30997.25,31157.39,9946.25,2992.59,5061.89,8512.57,0.27,-0.012,0,5680.4,19921208
000505,珠江控股,全国地产,海南,14.05,36044.53,42674.53,153825.59,93266.65,43374.45,33469.07,0.78,0.164,-0.09,-99.19,19921221
000506,中润资源,区域地产,山东,0,92831.09,92901.77,322475.19,238254.59,30957.1,3111.7,0.03,-0.012,1.5,6.7,19930312
000507,珠海港,港口,广东,0,77214.38,78954.09,534936.31,109754.06,174771.59,76420.15,0.97,-0.024,3.08,2.03,19930326
000509,华塑控股,其他建材,四川,0,60563.57,82548.31,56082.23,33423.45,12604.21,16357.37,0.2,-0.014,0.04,161.37,19930507
000510,*ST金路,化工原料,四川,0,60912.23,60918.23,155261.13,31275.39,109916.75,4521.18,0.07,-0.086,1.12,5.9,19930507
000511,烯碳新材,矿物制品,辽宁,0,115482.22,115483.2,378795.03,264368.25,276.95,5696.35,0.05,-0.004,1.21,5.58,19930518
000513,丽珠集团,中成药,广东,22.28,17766.91,30438.22,768104.81,350600.78,289069.91,42227.64,1.39,0.62,13.9,3.85,19931028
000514,渝 开 发,区域地产,重庆,0,84377.09,84377.09,777937.25,541426.38,154718.36,118617.51,1.41,-0.022,3.31,2.39,19930712
000516,国际医学,百货,陕西,34.3,70442.67,78841.96,348904.84,116001.21,148653.66,5233.78,0.07,0.124,2.37,7.15,19930809
000517,荣安地产,区域地产,浙江,1453.5,106056.82,106130.75,612530.88,546136.56,673.1,21894.96,0.21,0.002,3.46,3.68,19930806
000518,四环生物,生物制药,江苏,160.33,102953.57,102955.63,84893.18,38338.21,24780.26,2619.61,0.03,0.01,0.67,9.37,19930908
000519,江南红箭,机械基件,湖南,90.04,45795.89,103322.4,493005.94,247933.88,156176.06,131656.69,1.27,0.052,3.91,4.75,19931008
000521,美菱电器,家用电器,安徽,27.38,42605.3,76373.92,994629.19,781517.75,119934.96,146579.63,1.92,0.072,4.55,1.73,19931018
000523,广州浪奇,日用化工,广东,241.75,44496.26,44516.35,298161.06,209561.42,45057.45,44402.9,1,0.011,2.41,4.32,19931108
000524,岭南控股,酒店餐饮,广东,130.55,26967.16,26967.38,80662.56,10096.05,35314.92,20164.96,0.75,0.027,2.15,6.48,19931118
000525,红 太 阳,农药化肥,江苏,21.97,50698.3,50724.67,1151560.63,634897.38,289640.88,197916.7,3.9,0.159,7.65,1.82,19931028
000526,银润投资,房产服务,福建,318.27,9619.5,9619.5,20128.6,1414.22,8237.85,5808.39,0.6,0.018,1.64,13.57,19931101
000528,柳    工,工程机械,广西,37.04,112508.84,112524.21,2028023,1399634.5,251734.55,352070.84,3.13,0.065,8.12,1.19,19931118
000529,广弘控股,食品,广东,80.18,56719.78,58379.03,143894.61,85841.68,17746.73,57475,0.98,0.032,1.85,5.54,19931118
000530,大冷股份,机械基件,辽宁,37.93,21579.05,36016.5,312202.5,138529.13,40617.18,62979.1,1.75,0.062,5.68,1.66,19931208
000531,穗恒运Ａ,火力发电,广东,15.07,68508.13,68508.28,773565.19,247999.77,308568.72,90345.21,1.32,0.169,4.79,2.13,19940106
000532,力合股份,元器件,广东,312.8,34293.08,34470.83,114365.6,47772.94,17058.28,2717.67,0.08,0.013,1.99,8.29,19940103
000533,万 家 乐,家用电器,广东,30.98,68486.86,69081.6,379740.16,284124.16,18455.52,5828.1,0.08,0.075,1.94,4.8,19940103
000534,万泽股份,区域地产,深圳,136.92,49104.12,49178.51,358238.22,321976.03,29617.96,34759,0.71,0.029,2.56,6.23,19940110
000536,华映科技,元器件,福建,73.72,25086.58,77910.28,1028293.81,737015.06,206169.02,81580.46,1.05,0.039,3.6,3.21,19931126
000537,广宇发展,区域地产,天津,20.28,51271.33,51271.76,482283.56,434698.59,126.5,8667.42,0.17,0.1,3.62,2.12,19931210
000538,云南白药,中成药,云南,35.6,104136.53,104139.96,1699523.75,1469837.38,164020.38,124663.72,1.2,0.539,11.28,6.81,19931215
000539,粤电力Ａ,火力发电,广东,20.68,255390.92,525028.38,7037397.5,1144002,3858891.25,499843.31,0.95,0.144,4.22,2.83,19931126
000540,中天城投,区域地产,贵州,15.17,321344.13,430499.38,4066649.25,3530534.5,344789.25,67906.15,0.16,0.157,1.78,5.33,19940202
000541,佛山照明,家用电器,广东,31.55,97493.5,127213.28,383461.66,244339.45,44808.98,58989.26,0.46,0.078,2.46,4.02,19931123
000543,皖能电力,火力发电,安徽,16.58,102515.75,105317.4,2352787.25,309425.19,1366942.25,253236.84,2.4,0.322,8.93,2.39,19931220
000544,中原环保,环境保护,河南,41.54,26945.98,26945.98,218953.3,49280.82,67024,47222.62,1.75,0.076,3.37,3.73,19931208
000545,金浦钛业,化工原料,吉林,231.56,20328.57,49341.66,222037.8,116333.05,54083.3,41460.78,0.84,0.023,3.31,6.44,19931215
000546,金圆股份,水泥,吉林,0,16937.44,59843.94,406719.31,64056.36,273815.94,61758.38,1.03,-0.059,2.68,2.66,19931215
000547,闽福发Ａ,通信设备,福建,53.41,83484.63,94858.56,372744.69,272512.44,18715.15,50294.78,0.53,0.074,2.47,6.38,19931130
000548,湖南投资,路桥,湖南,1004.12,49920.1,49921.57,189255.92,119131.77,25165.5,47826.8,0.96,0.002,2.98,2.91,19931220
000550,江铃汽车,汽车整车,江西,13.11,51742.8,86321.39,1946914,1247134.75,440203.44,83944.25,0.97,0.665,12.94,2.69,19931201
000551,创元科技,专用机械,江苏,64.79,40008.03,40008.03,321807.28,175599.56,93627,30848.05,0.77,0.029,3.34,2.29,19940106
000552,靖远煤电,煤炭开采,甘肃,37.79,35412.48,114348.54,859403,453604.16,71292.97,286983.88,2.51,0.059,5.38,1.67,19940106
000553,沙隆达Ａ,农药化肥,湖北,21.45,36389.37,59392.32,311919.91,113937.47,121569.85,26318.4,0.44,0.13,3.51,3.17,19931203
000554,泰山石油,石油贸易,山东,14669.05,36264.96,48079.32,111836.9,19778.32,40364.76,18976.32,0.39,0,1.9,6.67,19931215
000555,神州信息,通信设备,深圳,262.56,11710.58,45890.6,606255.25,456461.69,15809.05,157632.88,3.43,0.052,6.44,8.56,19940408
000557,*ST广夏,红黄药酒,宁夏,9052.01,66800.49,68613.39,27433.05,24463.5,1905.39,101733.55,1.48,0,0.21,32.05,19940617
000558,莱茵置业,区域地产,浙江,2500.71,62975.35,85948.27,452612.84,390352.5,26886.01,49979.03,0.58,0.003,1.92,17.1,19940509
000559,万向钱潮,汽车配件,浙江,39.4,228990.09,229429.95,1215950.88,802556.88,271174.97,68318.1,0.3,0.089,1.82,7.73,19940110
000560,昆百大Ａ,百货,云南,966.9,16542.36,46987.19,437649.56,219215.67,51907.1,22708.01,0.48,0.01,7.26,2.8,19940202
000561,烽火电子,通信设备,陕西,0,59398.6,59584.46,184492.77,157267.47,14274.07,4866.97,0.08,-0.032,1.55,5.77,19940509
000563,陕国投Ａ,多元金融,陕西,43.56,121466.72,121466.72,456500.44,0,5498.3,145323.56,1.2,0.062,3.36,3.21,19940110
000564,西安民生,百货,陕西,29.1,33580.89,47331.17,749319.56,405551.5,172245.45,79581.36,1.68,0.051,3.67,1.61,19940110
000565,渝三峡Ａ,染料涂料,重庆,137.33,17343.68,17343.68,92441.81,45071.3,23458.06,18750.35,1.08,0.048,3.71,7.14,19940408
000566,海南海药,化学制药,海南,118.12,49434.3,54534.03,429754.25,184148.67,63947.5,112749.57,2.07,0.12,3.96,12.62,19940525
000567,海德股份,区域地产,海南,2403.32,15036.08,15120,31904.28,19829.25,513.3,11672.82,0.77,0.004,1.29,26.05,19940525
000568,泸州老窖,白酒,四川,15.55,140046.2,140225.25,1364260,1039435.88,105214.02,65207.85,0.47,0.385,7.31,3.28,19940509
000570,苏常柴Ａ,农用机械,江苏,83.58,41137.42,56137.42,332651.28,185031.06,58156.86,16432.85,0.29,0.031,3.62,2.84,19940701
000571,新大洲Ａ,煤炭开采,海南,40.89,73542.99,81406.39,486112.66,133832.72,62367.15,64534.85,0.79,0.032,2.72,1.94,19940525
000572,海马汽车,汽车整车,海南,21.43,164215.52,164463.64,1644329.75,732847.44,320197.84,378617.28,2.3,0.079,4.46,1.51,19940808
000573,粤宏远Ａ,区域地产,广东,0,62228.57,62275.55,320582.47,203764.67,9063.01,55351.57,0.89,-0.023,2.54,2.03,19940815
000576,广东甘化,综合类,广东,0,25615.52,44286.12,162459.52,52101.34,62329.94,84164.21,1.9,-0.03,2.27,4.73,19940907
000581,威孚高科,汽车配件,江苏,14.06,84777.02,102020.1,1525098.13,825958.44,133177.47,363568.44,3.56,0.426,11.17,2.14,19980924
000582,北部湾港,港口,广西,45.69,14205.9,95404.57,889767.13,140279.13,611692,73417.88,0.77,0.11,4.27,4.7,19951102
000584,友利控股,化纤,江苏,47.18,61061.92,61332.42,323239.5,206156.81,90574.09,67523.72,1.1,0.068,3.17,4.03,19951128
000585,东北电气,电气设备,辽宁,0,60942.1,87337,47592.26,29472.65,6105.58,88342.24,1.01,-0.003,0.32,14.93,19951213
000586,汇源通信,通信设备,四川,0,19344,19344,46480.09,37747.59,3635.62,6064.65,0.31,-0.006,1.09,17.36,19951220
000587,金叶珠宝,批发业,黑龙江,81.34,55713.46,55713.46,350288.81,342232.94,6790.18,39732.39,0.71,0.058,2.4,7.81,19960425
000589,黔轮胎Ａ,汽车配件,贵州,31.19,74540.72,77546.42,1008378.13,574331,302047.84,183544.38,2.37,0.056,4.92,1.42,19960308
000590,*ST古汉,中成药,湖南,107.83,22323.61,22333.13,53627.69,20172.84,13847.92,15244.75,0.68,0.046,0.87,22.68,19960119
000591,桐 君 阁,医药商业,重庆,95.26,27462.18,27463.09,325770.5,226654.27,45608.46,3442.65,0.13,0.038,1.49,9.62,19960208
000592,平潭发展,林业,福建,7523.52,83770.46,84740.7,224609.77,175801.38,23885.76,54656.28,0.64,0.001,1.34,22.14,19960327
000593,大通燃气,供气供热,四川,239.42,22317.48,27994.01,75980.25,29773.25,35325.15,27011.4,0.96,0.008,2.38,3.22,19960312
000595,宝塔实业,机械基件,宁夏,0,21681.03,37244.01,146804.17,106841.02,22916.2,80939.9,2.17,-0.08,2.31,3.26,19960419
000596,古井贡酒,白酒,安徽,14.57,38359.91,50360,699664.88,448903.94,169952.48,129493.85,2.57,0.601,8.95,3.91,19960927
000597,东北制药,化学制药,辽宁,0,33106.08,47465.51,892602.88,440839.56,171107.7,176952.19,3.73,-0.065,5.55,1.52,19960523
000598,兴蓉环境,水务,四川,27.82,298621.88,298621.88,1247000.88,280837.25,509815.34,178931.56,0.6,0.064,2.54,2.82,19960529
000599,青岛双星,汽车配件,山东,147.83,52480.96,67457.89,543070.63,314931.38,182955.61,119546.46,1.77,0.013,3.71,2.07,19960430
000600,建投能源,火力发电,河北,11.76,91358.03,179162.64,2450680,349313.97,1441592.63,440559,2.46,0.303,5.32,2.68,19960606
000601,韶能股份,火力发电,广东,40.88,99392.35,108055.15,856477.38,117160.86,699713.63,158531.81,1.47,0.035,3.53,1.61,19960830
000603,盛达矿业,铅锌,北京,66.35,44077.07,50498.87,98647.53,58200.66,13355.01,0,0,0.063,1.45,11.51,19960823
000605,渤海股份,水务,北京,149.65,11843.54,19499.1,237885.05,39566.85,112880.36,49124.95,2.52,0.029,4.94,3.52,19960913
000606,青海明胶,化学制药,青海,0,40596.35,47211.35,132347.77,47737.57,49786.67,38605.14,0.82,-0.042,1.68,4.57,19961004
000607,华媒控股,广告包装,浙江,9255.66,48773.05,101769.84,186120.84,142016.31,23667.9,-23476.27,-0.23,0,1.24,7.03,19960830
000608,阳光股份,区域地产,广西,0,74991.32,74991.32,1135345.5,432899,3402,51115.2,0.68,-0.07,4.32,1.9,19960919
000609,绵世股份,区域地产,北京,0,27411.89,29809.55,191011.7,163025.52,4094.55,1206,0.04,-0.015,4.28,2.24,19961010
000610,西安旅游,旅游服务,陕西,0,19508.15,23674.78,91283.65,51186.87,23184.82,39470.65,1.67,-0.036,3.24,2.97,19960926
000611,*ST蒙发,纺织,内蒙,0,31906.42,32182.19,70412.93,48381.62,4258,13855.42,0.43,-0.023,1.67,5.05,19961008
000612,焦作万方,铝,河南,76.41,95776.53,120284.46,917448.13,125549.57,315418.25,160308.55,1.33,0.023,3.95,1.77,19960926
000613,大东海A,旅游服务,海南,0,26056.48,36410,11401.49,2731.7,5519.49,5414.27,0.15,0,0.23,33.99,19970128
000615,湖北金环,化纤,湖北,6.01,21167.25,21167.73,127185.25,38137.85,33749.3,8866.91,0.42,0.473,3.59,3.17,19961016
000616,海航投资,全国地产,辽宁,327.58,143022.64,143023.44,840904.38,766607.75,15609.19,20155.42,0.14,0.006,2.96,2.83,19961108
000617,石油济柴,机械基件,山东,315.65,28753.91,28753.91,219836.42,143088.13,56591.67,3812.12,0.13,0.008,2.09,4.79,19961022
000619,海螺型材,其他建材,安徽,89.77,36000,36000,411576.31,216228.05,169953.09,43699.9,1.21,0.026,6.6,1.41,19961023
000620,新华联,区域地产,北京,284.61,159797.06,189669.05,2655566.25,2079021.25,40301.65,207053.02,1.09,0.007,3.49,2.38,19961029
000622,恒立实业,汽车配件,湖南,0,28297.56,42522.6,34722.1,20586.55,3690.53,18291.42,0.43,-0.015,0.46,24.81,19961107
000623,吉林敖东,中成药,吉林,11.26,78904.07,89443.84,1486834.88,346690.09,159810.88,195221.16,2.18,0.656,14.95,1.98,19961028
000625,长安汽车,汽车整车,重庆,9.34,338751.84,466288.63,7547123,3946080.5,1402008.88,322748.94,0.69,0.535,6.03,3.32,19970610
000626,如意集团,商贸代理,江苏,18.25,20229.75,20250,1172818.88,1116751.13,6814.05,3265.54,0.16,0.702,3.91,13.12,19961128
000627,天茂集团,化工原料,湖北,0,135358.98,135358.98,213685.41,42210.07,43892.23,3015.37,0.02,-0.015,1.06,6.38,19961112
000628,高新发展,园区开发,四川,0,18774.55,31148,430176.59,378178.72,13948.49,33047.35,1.06,-0.05,0.7,12.34,19961118
